==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 28.41 MB/s | IP地址: 167.148.203.71:443 | 地区: HK
NO.10110 | 流媒体网速: 43 KB/s | IP地址: 68.183.0.162:8443 | 地区: NL
NO.10111 | 流媒体网速: 42 KB/s | IP地址: 95.182.94.163:8443 | 地区: US
NO.10112 | 流媒体网速: 42 KB/s | IP地址: 188.245.118.202:443 | 地区: DE
NO.10113 | 流媒体网速: 42 KB/s | IP地址: 92.42.110.142:2053 | 地区: FR
NO.10114 | 流媒体网速: 42 KB/s | IP地址: 64.226.74.109:443 | 地区: DE
NO.10115 | 流媒体网速: 42 KB/s | IP地址: 57.131.143.101:443 | 地区: DE
NO.10116 | 流媒体网速: 42 KB/s | IP地址: 77.238.227.222:2053 | 地区: NL
NO.10117 | 流媒体网速: 42 KB/s | IP地址: 207.154.212.222:443 | 地区: DE
NO.10118 | 流媒体网速: 42 KB/s | IP地址: 83.172.135.107:443 | 地区: FI
NO.10119 | 流媒体网速: 42 KB/s | IP地址: 85.198.109.79:8443 | 地区: RU
NO.10120 | 流媒体网速: 42 KB/s | IP地址: 213.21.229.240:8443 | 地区: SE
NO.10121 | 流媒体网速: 42 KB/s | IP地址: 45.149.235.174:443 | 地区: DE
NO.10122 | 流媒体网速: 42 KB/s | IP地址: 193.57.136.201:443 | 地区: TR
NO.10123 | 流媒体网速: 42 KB/s | IP地址: 94.159.103.67:443 | 地区: DE
NO.10124 | 流媒体网速: 42 KB/s | IP地址: 31.77.201.20:443 | 地区: IT
NO.10125 | 流媒体网速: 42 KB/s | IP地址: 79.110.48.71:443 | 地区: FI
NO.10126 | 流媒体网速: 42 KB/s | IP地址: 91.132.162.251:8443 | 地区: DE
NO.10127 | 流媒体网速: 42 KB/s | IP地址: 80.78.23.165:443 | 地区: SE
NO.10128 | 流媒体网速: 42 KB/s | IP地址: 45.67.138.143:443 | 地区: NL
NO.10129 | 流媒体网速: 42 KB/s | IP地址: 204.168.205.233:443 | 地区: FI
NO.10130 | 流媒体网速: 42 KB/s | IP地址: 195.133.15.131:443 | 地区: NL
NO.10131 | 流媒体网速: 42 KB/s | IP地址: 195.133.39.185:443 | 地区: NL
NO.10132 | 流媒体网速: 42 KB/s | IP地址: 206.245.157.87:443 | 地区: NL
NO.10133 | 流媒体网速: 42 KB/s | IP地址: 165.232.44.241:443 | 地区: GB
NO.10134 | 流媒体网速: 42 KB/s | IP地址: 77.239.101.113:8443 | 地区: DE
NO.10135 | 流媒体网速: 42 KB/s | IP地址: 78.17.99.49:443 | 地区: FI
NO.10136 | 流媒体网速: 42 KB/s | IP地址: 194.87.202.114:443 | 地区: NL
NO.10137 | 流媒体网速: 42 KB/s | IP地址: 79.132.136.161:443 | 地区: DE
NO.10138 | 流媒体网速: 42 KB/s | IP地址: 167.86.97.39:443 | 地区: FR
NO.10139 | 流媒体网速: 42 KB/s | IP地址: 193.23.202.65:443 | 地区: DE
NO.10140 | 流媒体网速: 42 KB/s | IP地址: 31.130.144.235:8443 | 地区: RU
NO.10141 | 流媒体网速: 42 KB/s | IP地址: 57.128.214.118:443 | 地区: PL
NO.10142 | 流媒体网速: 42 KB/s | IP地址: 130.49.186.203:443 | 地区: RU
NO.10143 | 流媒体网速: 42 KB/s | IP地址: 217.15.167.34:2053 | 地区: SG
NO.10144 | 流媒体网速: 42 KB/s | IP地址: 46.101.121.62:443 | 地区: DE
NO.10145 | 流媒体网速: 42 KB/s | IP地址: 79.137.197.212:8443 | 地区: NL
NO.10146 | 流媒体网速: 42 KB/s | IP地址: 64.227.115.28:443 | 地区: DE
NO.10147 | 流媒体网速: 42 KB/s | IP地址: 91.149.233.78:443 | 地区: DE
NO.10148 | 流媒体网速: 42 KB/s | IP地址: 204.168.172.85:8443 | 地区: FI
NO.10149 | 流媒体网速: 42 KB/s | IP地址: 82.118.20.91:443 | 地区: PL
NO.10150 | 流媒体网速: 42 KB/s | IP地址: 95.85.231.148:443 | 地区: DE
NO.10151 | 流媒体网速: 42 KB/s | IP地址: 185.227.111.212:443 | 地区: DE
NO.10152 | 流媒体网速: 42 KB/s | IP地址: 82.109.96.171:8443 | 地区: SG
NO.10153 | 流媒体网速: 42 KB/s | IP地址: 77.232.143.39:2053 | 地区: FI
NO.10154 | 流媒体网速: 42 KB/s | IP地址: 46.8.71.249:443 | 地区: LV
NO.10155 | 流媒体网速: 42 KB/s | IP地址: 94.184.14.242:443 | 地区: GB
NO.10156 | 流媒体网速: 42 KB/s | IP地址: 213.232.235.54:8443 | 地区: MD
NO.10157 | 流媒体网速: 42 KB/s | IP地址: 62.133.62.132:443 | 地区: FR
NO.10158 | 流媒体网速: 42 KB/s | IP地址: 93.152.223.168:8443 | 地区: DE
NO.10159 | 流媒体网速: 41 KB/s | IP地址: 81.181.166.197:443 | 地区: RO
NO.10160 | 流媒体网速: 41 KB/s | IP地址: 159.195.29.53:8443 | 地区: DE
NO.10161 | 流媒体网速: 41 KB/s | IP地址: 194.163.186.153:443 | 地区: FR
NO.10162 | 流媒体网速: 41 KB/s | IP地址: 188.208.103.45:443 | 地区: NL
NO.10163 | 流媒体网速: 41 KB/s | IP地址: 195.123.221.119:8443 | 地区: NL
NO.10164 | 流媒体网速: 41 KB/s | IP地址: 91.184.241.99:8443 | 地区: GB
NO.10165 | 流媒体网速: 41 KB/s | IP地址: 64.226.84.161:443 | 地区: DE
NO.10166 | 流媒体网速: 41 KB/s | IP地址: 95.85.18.16:443 | 地区: NL
NO.10167 | 流媒体网速: 41 KB/s | IP地址: 68.183.72.92:2087 | 地区: DE
NO.10168 | 流媒体网速: 41 KB/s | IP地址: 193.201.82.144:443 | 地区: RO
NO.10169 | 流媒体网速: 41 KB/s | IP地址: 65.21.63.225:8443 | 地区: FI
NO.10170 | 流媒体网速: 41 KB/s | IP地址: 57.128.178.122:443 | 地区: GB
NO.10171 | 流媒体网速: 41 KB/s | IP地址: 82.22.40.113:2053 | 地区: PL
NO.10172 | 流媒体网速: 41 KB/s | IP地址: 91.107.186.100:2053 | 地区: DE
NO.10173 | 流媒体网速: 41 KB/s | IP地址: 5.253.189.215:443 | 地区: NL
NO.10174 | 流媒体网速: 41 KB/s | IP地址: 89.19.210.121:2053 | 地区: DE
NO.10175 | 流媒体网速: 41 KB/s | IP地址: 217.144.187.27:443 | 地区: GB
NO.10176 | 流媒体网速: 41 KB/s | IP地址: 46.224.118.72:443 | 地区: DE
NO.10177 | 流媒体网速: 41 KB/s | IP地址: 46.224.225.180:8443 | 地区: DE
NO.10178 | 流媒体网速: 41 KB/s | IP地址: 83.147.254.36:443 | 地区: GB
NO.10179 | 流媒体网速: 41 KB/s | IP地址: 91.149.202.142:443 | 地区: GB
NO.10180 | 流媒体网速: 41 KB/s | IP地址: 82.26.91.140:443 | 地区: PL
NO.10181 | 流媒体网速: 41 KB/s | IP地址: 64.188.97.205:443 | 地区: DE
NO.10182 | 流媒体网速: 41 KB/s | IP地址: 193.109.69.78:8443 | 地区: NL
NO.10183 | 流媒体网速: 41 KB/s | IP地址: 82.38.60.225:2053 | 地区: US
NO.10184 | 流媒体网速: 41 KB/s | IP地址: 93.190.247.64:443 | 地区: NL
NO.10185 | 流媒体网速: 41 KB/s | IP地址: 89.22.234.0:8443 | 地区: FI
NO.10186 | 流媒体网速: 41 KB/s | IP地址: 91.107.153.129:2053 | 地区: DE
NO.10187 | 流媒体网速: 41 KB/s | IP地址: 194.32.98.9:8443 | 地区: NL
NO.10188 | 流媒体网速: 41 KB/s | IP地址: 194.53.54.201:8443 | 地区: FI
NO.10189 | 流媒体网速: 41 KB/s | IP地址: 195.135.255.129:2053 | 地区: LV
NO.10190 | 流媒体网速: 41 KB/s | IP地址: 51.91.40.26:443 | 地区: FR
NO.10191 | 流媒体网速: 41 KB/s | IP地址: 79.137.206.249:443 | 地区: FI
NO.10192 | 流媒体网速: 41 KB/s | IP地址: 91.188.214.126:443 | 地区: RU
NO.10193 | 流媒体网速: 41 KB/s | IP地址: 88.198.81.84:2083 | 地区: DE
NO.10194 | 流媒体网速: 41 KB/s | IP地址: 91.184.242.46:443 | 地区: NL
NO.10195 | 流媒体网速: 41 KB/s | IP地址: 185.212.47.68:443 | 地区: DE
NO.10196 | 流媒体网速: 41 KB/s | IP地址: 91.198.77.122:443 | 地区: NL
NO.10197 | 流媒体网速: 41 KB/s | IP地址: 185.243.112.197:443 | 地区: NL
NO.10198 | 流媒体网速: 41 KB/s | IP地址: 68.183.207.130:443 | 地区: CA
NO.10199 | 流媒体网速: 41 KB/s | IP地址: 45.87.107.247:443 | 地区: NL
NO.10200 | 流媒体网速: 41 KB/s | IP地址: 68.183.12.120:8443 | 地区: NL
NO.10201 | 流媒体网速: 41 KB/s | IP地址: 68.183.186.105:443 | 地区: SG
NO.10202 | 流媒体网速: 41 KB/s | IP地址: 195.123.218.110:443 | 地区: NL
NO.10203 | 流媒体网速: 40 KB/s | IP地址: 89.22.233.166:443 | 地区: GB
NO.10204 | 流媒体网速: 40 KB/s | IP地址: 82.40.57.175:8443 | 地区: FI
NO.10205 | 流媒体网速: 40 KB/s | IP地址: 94.249.184.62:443 | 地区: NL
NO.10206 | 流媒体网速: 40 KB/s | IP地址: 72.56.86.183:8443 | 地区: NL
NO.10207 | 流媒体网速: 40 KB/s | IP地址: 64.112.127.41:8443 | 地区: SE
NO.10208 | 流媒体网速: 40 KB/s | IP地址: 74.222.12.91:8443 | 地区: JP
NO.10209 | 流媒体网速: 40 KB/s | IP地址: 78.17.64.207:443 | 地区: FI
NO.10210 | 流媒体网速: 40 KB/s | IP地址: 77.221.153.82:2053 | 地区: NL
NO.10211 | 流媒体网速: 40 KB/s | IP地址: 94.131.19.16:443 | 地区: BR
NO.10212 | 流媒体网速: 40 KB/s | IP地址: 83.147.254.8:443 | 地区: GB
NO.10213 | 流媒体网速: 40 KB/s | IP地址: 193.109.69.78:2053 | 地区: NL
NO.10214 | 流媒体网速: 40 KB/s | IP地址: 91.98.150.69:8443 | 地区: DE
NO.10215 | 流媒体网速: 40 KB/s | IP地址: 193.23.218.213:443 | 地区: DE
NO.10216 | 流媒体网速: 40 KB/s | IP地址: 89.169.35.198:443 | 地区: GB
NO.10217 | 流媒体网速: 40 KB/s | IP地址: 84.21.189.164:443 | 地区: DE
NO.10218 | 流媒体网速: 40 KB/s | IP地址: 87.106.38.212:443 | 地区: DE
NO.10219 | 流媒体网速: 40 KB/s | IP地址: 64.227.38.22:443 | 地区: GB
NO.10220 | 流媒体网速: 40 KB/s | IP地址: 89.169.55.237:8443 | 地区: DE
NO.10221 | 流媒体网速: 40 KB/s | IP地址: 91.186.221.161:443 | 地区: FI
NO.10222 | 流媒体网速: 40 KB/s | IP地址: 38.180.207.241:443 | 地区: KZ
NO.10223 | 流媒体网速: 40 KB/s | IP地址: 185.48.250.113:8443 | 地区: RS
NO.10224 | 流媒体网速: 40 KB/s | IP地址: 68.183.0.162:2083 | 地区: NL
NO.10225 | 流媒体网速: 40 KB/s | IP地址: 82.196.4.173:8443 | 地区: NL
NO.10226 | 流媒体网速: 40 KB/s | IP地址: 95.85.56.79:443 | 地区: NL
NO.10227 | 流媒体网速: 40 KB/s | IP地址: 95.85.11.18:2083 | 地区: NL
NO.10228 | 流媒体网速: 40 KB/s | IP地址: 38.54.122.54:443 | 地区: FR
NO.10229 | 流媒体网速: 40 KB/s | IP地址: 82.22.41.241:2053 | 地区: PL
NO.10230 | 流媒体网速: 40 KB/s | IP地址: 95.85.18.180:443 | 地区: NL
NO.10231 | 流媒体网速: 40 KB/s | IP地址: 80.78.25.208:443 | 地区: SE
NO.10232 | 流媒体网速: 40 KB/s | IP地址: 92.113.145.132:443 | 地区: DK
NO.10233 | 流媒体网速: 40 KB/s | IP地址: 18.139.143.168:443 | 地区: SG
NO.10234 | 流媒体网速: 40 KB/s | IP地址: 213.108.20.152:8443 | 地区: DE
NO.10235 | 流媒体网速: 40 KB/s | IP地址: 89.167.97.205:8443 | 地区: FI
NO.10236 | 流媒体网速: 40 KB/s | IP地址: 204.168.201.149:8443 | 地区: FI
NO.10237 | 流媒体网速: 40 KB/s | IP地址: 54.37.96.177:443 | 地区: FR
NO.10238 | 流媒体网速: 40 KB/s | IP地址: 77.221.143.81:2053 | 地区: FI
NO.10239 | 流媒体网速: 40 KB/s | IP地址: 57.128.180.98:443 | 地区: GB
NO.10240 | 流媒体网速: 40 KB/s | IP地址: 65.109.253.92:443 | 地区: FI
NO.10241 | 流媒体网速: 40 KB/s | IP地址: 95.85.6.63:443 | 地区: NL
NO.10242 | 流媒体网速: 40 KB/s | IP地址: 68.183.72.92:2083 | 地区: DE
NO.10243 | 流媒体网速: 40 KB/s | IP地址: 80.240.141.242:443 | 地区: NL
NO.10244 | 流媒体网速: 40 KB/s | IP地址: 45.148.102.244:443 | 地区: CH
NO.10245 | 流媒体网速: 40 KB/s | IP地址: 95.130.84.36:2053 | 地区: BY
NO.10246 | 流媒体网速: 40 KB/s | IP地址: 82.25.56.62:443 | 地区: NL
NO.10247 | 流媒体网速: 40 KB/s | IP地址: 91.99.222.152:8443 | 地区: DE
NO.10248 | 流媒体网速: 40 KB/s | IP地址: 165.22.99.110:443 | 地区: SG
NO.10249 | 流媒体网速: 40 KB/s | IP地址: 45.95.232.18:2053 | 地区: CH
NO.10250 | 流媒体网速: 40 KB/s | IP地址: 31.77.183.7:443 | 地区: FI
NO.10251 | 流媒体网速: 40 KB/s | IP地址: 185.23.236.202:443 | 地区: EE
NO.10252 | 流媒体网速: 39 KB/s | IP地址: 78.142.228.156:443 | 地区: NL
NO.10253 | 流媒体网速: 39 KB/s | IP地址: 85.137.52.225:8443 | 地区: NL
NO.10254 | 流媒体网速: 39 KB/s | IP地址: 5.129.209.192:443 | 地区: NL
NO.10255 | 流媒体网速: 39 KB/s | IP地址: 89.40.117.130:443 | 地区: DE
NO.10256 | 流媒体网速: 39 KB/s | IP地址: 78.17.146.71:8443 | 地区: FI
NO.10257 | 流媒体网速: 39 KB/s | IP地址: 46.30.41.73:443 | 地区: NL
NO.10258 | 流媒体网速: 39 KB/s | IP地址: 45.11.229.139:443 | 地区: DE
NO.10259 | 流媒体网速: 39 KB/s | IP地址: 91.186.212.1:8443 | 地区: FI
NO.10260 | 流媒体网速: 39 KB/s | IP地址: 216.23.93.131:443 | 地区: HK
NO.10261 | 流媒体网速: 39 KB/s | IP地址: 45.151.233.249:443 | 地区: NL
NO.10262 | 流媒体网速: 39 KB/s | IP地址: 45.59.102.39:8443 | 地区: US
NO.10263 | 流媒体网速: 39 KB/s | IP地址: 178.162.219.211:8443 | 地区: DE
NO.10264 | 流媒体网速: 39 KB/s | IP地址: 38.244.142.207:443 | 地区: NL
NO.10265 | 流媒体网速: 39 KB/s | IP地址: 212.7.207.4:443 | 地区: NL
NO.10266 | 流媒体网速: 39 KB/s | IP地址: 217.217.255.136:8443 | 地区: SG
NO.10267 | 流媒体网速: 39 KB/s | IP地址: 80.240.21.152:443 | 地区: DE
NO.10268 | 流媒体网速: 39 KB/s | IP地址: 91.186.212.237:443 | 地区: GB
NO.10269 | 流媒体网速: 39 KB/s | IP地址: 91.216.104.227:8443 | 地区: BG
NO.10270 | 流媒体网速: 39 KB/s | IP地址: 147.90.26.3:443 | 地区: FR
NO.10271 | 流媒体网速: 39 KB/s | IP地址: 89.23.112.211:443 | 地区: RU
NO.10272 | 流媒体网速: 39 KB/s | IP地址: 85.8.201.213:8443 | 地区: RU
NO.10273 | 流媒体网速: 39 KB/s | IP地址: 45.136.57.82:2053 | 地区: KZ
NO.10274 | 流媒体网速: 39 KB/s | IP地址: 31.76.113.164:443 | 地区: IT
NO.10275 | 流媒体网速: 39 KB/s | IP地址: 65.109.220.193:443 | 地区: FI
NO.10276 | 流媒体网速: 39 KB/s | IP地址: 65.109.160.132:443 | 地区: FI
NO.10277 | 流媒体网速: 39 KB/s | IP地址: 89.22.236.205:443 | 地区: SE
NO.10278 | 流媒体网速: 39 KB/s | IP地址: 64.188.126.205:443 | 地区: DE
NO.10279 | 流媒体网速: 39 KB/s | IP地址: 91.196.162.254:8443 | 地区: PL
NO.10280 | 流媒体网速: 39 KB/s | IP地址: 77.110.102.154:8443 | 地区: NL
NO.10281 | 流媒体网速: 39 KB/s | IP地址: 5.61.34.247:443 | 地区: DE
NO.10282 | 流媒体网速: 39 KB/s | IP地址: 91.186.220.6:443 | 地区: FI
NO.10283 | 流媒体网速: 39 KB/s | IP地址: 65.20.105.75:443 | 地区: ES
NO.10284 | 流媒体网速: 39 KB/s | IP地址: 5.39.253.39:443 | 地区: KZ
NO.10285 | 流媒体网速: 39 KB/s | IP地址: 62.238.27.47:443 | 地区: FI
NO.10286 | 流媒体网速: 39 KB/s | IP地址: 46.250.244.12:443 | 地区: AU
NO.10287 | 流媒体网速: 39 KB/s | IP地址: 195.123.216.132:443 | 地区: NL
NO.10288 | 流媒体网速: 39 KB/s | IP地址: 68.183.37.124:443 | 地区: GB
NO.10289 | 流媒体网速: 39 KB/s | IP地址: 194.87.222.160:8443 | 地区: NL
NO.10290 | 流媒体网速: 39 KB/s | IP地址: 185.200.197.92:443 | 地区: DE
NO.10291 | 流媒体网速: 39 KB/s | IP地址: 193.23.202.231:8443 | 地区: DE
NO.10292 | 流媒体网速: 39 KB/s | IP地址: 89.124.111.211:443 | 地区: NL
NO.10293 | 流媒体网速: 39 KB/s | IP地址: 95.182.95.41:443 | 地区: HK
NO.10294 | 流媒体网速: 39 KB/s | IP地址: 77.221.143.39:443 | 地区: GB
NO.10295 | 流媒体网速: 39 KB/s | IP地址: 84.245.19.170:443 | 地区: NL
NO.10296 | 流媒体网速: 39 KB/s | IP地址: 94.183.191.89:443 | 地区: LV
NO.10297 | 流媒体网速: 39 KB/s | IP地址: 79.99.78.180:443 | 地区: US
NO.10298 | 流媒体网速: 39 KB/s | IP地址: 131.186.25.156:2087 | 地区: KR
NO.10299 | 流媒体网速: 39 KB/s | IP地址: 209.250.245.108:443 | 地区: NL
NO.10300 | 流媒体网速: 39 KB/s | IP地址: 68.183.0.4:2096 | 地区: NL
NO.10301 | 流媒体网速: 39 KB/s | IP地址: 207.154.203.28:443 | 地区: DE
NO.10302 | 流媒体网速: 39 KB/s | IP地址: 2.26.138.203:443 | 地区: NL
NO.10303 | 流媒体网速: 38 KB/s | IP地址: 23.27.24.101:443 | 地区: PL
NO.10304 | 流媒体网速: 38 KB/s | IP地址: 217.198.13.18:8443 | 地区: RU
NO.10305 | 流媒体网速: 38 KB/s | IP地址: 92.255.79.158:2053 | 地区: RU
NO.10306 | 流媒体网速: 38 KB/s | IP地址: 158.173.195.152:443 | 地区: NL
NO.10307 | 流媒体网速: 38 KB/s | IP地址: 5.101.50.226:443 | 地区: RU
NO.10308 | 流媒体网速: 38 KB/s | IP地址: 64.23.220.49:443 | 地区: US
NO.10309 | 流媒体网速: 38 KB/s | IP地址: 46.149.77.214:8443 | 地区: NL
NO.10310 | 流媒体网速: 38 KB/s | IP地址: 46.225.210.98:443 | 地区: DE
NO.10311 | 流媒体网速: 38 KB/s | IP地址: 201.51.21.81:8443 | 地区: NL
NO.10312 | 流媒体网速: 38 KB/s | IP地址: 82.22.172.40:2053 | 地区: PL
NO.10313 | 流媒体网速: 38 KB/s | IP地址: 216.128.176.190:443 | 地区: CA
NO.10314 | 流媒体网速: 38 KB/s | IP地址: 45.66.10.87:2053 | 地区: NL
NO.10315 | 流媒体网速: 38 KB/s | IP地址: 89.45.45.144:443 | 地区: TR
NO.10316 | 流媒体网速: 38 KB/s | IP地址: 82.21.117.200:2087 | 地区: DE
NO.10317 | 流媒体网速: 38 KB/s | IP地址: 77.221.136.206:443 | 地区: GB
NO.10318 | 流媒体网速: 38 KB/s | IP地址: 80.211.24.43:443 | 地区: IT
NO.10319 | 流媒体网速: 38 KB/s | IP地址: 195.58.50.128:8443 | 地区: NL
NO.10320 | 流媒体网速: 38 KB/s | IP地址: 113.30.190.244:8443 | 地区: DE
NO.10321 | 流媒体网速: 38 KB/s | IP地址: 212.237.219.99:443 | 地区: FI
NO.10322 | 流媒体网速: 38 KB/s | IP地址: 89.167.13.66:8443 | 地区: FI
NO.10323 | 流媒体网速: 38 KB/s | IP地址: 185.186.245.113:8443 | 地区: US
NO.10324 | 流媒体网速: 38 KB/s | IP地址: 46.224.158.20:8443 | 地区: DE
NO.10325 | 流媒体网速: 38 KB/s | IP地址: 91.186.223.144:443 | 地区: FI
NO.10326 | 流媒体网速: 38 KB/s | IP地址: 46.225.133.101:8443 | 地区: DE
NO.10327 | 流媒体网速: 38 KB/s | IP地址: 77.90.61.135:443 | 地区: NL
NO.10328 | 流媒体网速: 38 KB/s | IP地址: 92.113.124.40:443 | 地区: JP
NO.10329 | 流媒体网速: 38 KB/s | IP地址: 94.159.99.131:443 | 地区: DE
NO.10330 | 流媒体网速: 38 KB/s | IP地址: 64.188.96.234:443 | 地区: DE
NO.10331 | 流媒体网速: 38 KB/s | IP地址: 213.176.112.42:443 | 地区: GB
NO.10332 | 流媒体网速: 38 KB/s | IP地址: 212.147.231.213:443 | 地区: DE
NO.10333 | 流媒体网速: 38 KB/s | IP地址: 94.159.97.37:443 | 地区: DE
NO.10334 | 流媒体网速: 38 KB/s | IP地址: 91.219.23.154:443 | 地区: DE
NO.10335 | 流媒体网速: 38 KB/s | IP地址: 147.90.26.15:443 | 地区: FR
NO.10336 | 流媒体网速: 38 KB/s | IP地址: 94.16.108.235:8443 | 地区: DE
NO.10337 | 流媒体网速: 38 KB/s | IP地址: 91.107.174.143:8443 | 地区: DE
NO.10338 | 流媒体网速: 38 KB/s | IP地址: 84.234.16.169:443 | 地区: CH
NO.10339 | 流媒体网速: 38 KB/s | IP地址: 89.110.89.229:8443 | 地区: RU
NO.10340 | 流媒体网速: 38 KB/s | IP地址: 206.245.135.117:443 | 地区: FI
NO.10341 | 流媒体网速: 38 KB/s | IP地址: 68.183.42.143:443 | 地区: GB
NO.10342 | 流媒体网速: 37 KB/s | IP地址: 80.85.241.70:443 | 地区: FI
NO.10343 | 流媒体网速: 37 KB/s | IP地址: 94.250.249.129:443 | 地区: RU
NO.10344 | 流媒体网速: 37 KB/s | IP地址: 72.56.20.180:2053 | 地区: NL
NO.10345 | 流媒体网速: 37 KB/s | IP地址: 64.188.124.139:443 | 地区: DE
NO.10346 | 流媒体网速: 37 KB/s | IP地址: 91.107.171.119:8443 | 地区: DE
NO.10347 | 流媒体网速: 37 KB/s | IP地址: 94.103.0.67:443 | 地区: PL
NO.10348 | 流媒体网速: 37 KB/s | IP地址: 94.237.8.239:443 | 地区: FI
NO.10349 | 流媒体网速: 37 KB/s | IP地址: 193.200.17.236:443 | 地区: PL
NO.10350 | 流媒体网速: 37 KB/s | IP地址: 194.0.194.105:443 | 地区: NL
NO.10351 | 流媒体网速: 37 KB/s | IP地址: 77.91.85.25:2053 | 地区: FI
NO.10352 | 流媒体网速: 37 KB/s | IP地址: 84.246.215.90:443 | 地区: ES
NO.10353 | 流媒体网速: 37 KB/s | IP地址: 79.137.196.187:443 | 地区: NL
NO.10354 | 流媒体网速: 37 KB/s | IP地址: 94.237.18.53:443 | 地区: FI
NO.10355 | 流媒体网速: 37 KB/s | IP地址: 154.23.172.163:443 | 地区: US
NO.10356 | 流媒体网速: 37 KB/s | IP地址: 101.32.169.108:443 | 地区: SG
NO.10357 | 流媒体网速: 37 KB/s | IP地址: 45.91.168.91:2053 | 地区: NL
NO.10358 | 流媒体网速: 37 KB/s | IP地址: 72.56.88.152:2053 | 地区: NL
NO.10359 | 流媒体网速: 37 KB/s | IP地址: 87.239.135.188:8443 | 地区: PL
NO.10360 | 流媒体网速: 37 KB/s | IP地址: 64.225.103.198:443 | 地区: DE
NO.10361 | 流媒体网速: 37 KB/s | IP地址: 94.183.235.110:2053 | 地区: LV
NO.10362 | 流媒体网速: 37 KB/s | IP地址: 64.226.95.244:2087 | 地区: DE
NO.10363 | 流媒体网速: 37 KB/s | IP地址: 89.22.232.138:8443 | 地区: SE
NO.10364 | 流媒体网速: 37 KB/s | IP地址: 85.217.170.89:2083 | 地区: BG
NO.10365 | 流媒体网速: 37 KB/s | IP地址: 213.170.157.1:443 | 地区: US
NO.10366 | 流媒体网速: 37 KB/s | IP地址: 91.84.110.42:8443 | 地区: NL
NO.10367 | 流媒体网速: 37 KB/s | IP地址: 5.61.45.203:443 | 地区: DE
NO.10368 | 流媒体网速: 37 KB/s | IP地址: 2.28.55.241:443 | 地区: DE
NO.10369 | 流媒体网速: 37 KB/s | IP地址: 45.38.19.167:443 | 地区: US
NO.10370 | 流媒体网速: 37 KB/s | IP地址: 89.110.73.22:2053 | 地区: NL
NO.10371 | 流媒体网速: 37 KB/s | IP地址: 81.85.74.208:8443 | 地区: LV
NO.10372 | 流媒体网速: 37 KB/s | IP地址: 94.237.65.232:443 | 地区: SG
NO.10373 | 流媒体网速: 37 KB/s | IP地址: 191.44.113.139:8443 | 地区: PL
NO.10374 | 流媒体网速: 37 KB/s | IP地址: 5.129.237.155:8443 | 地区: NL
NO.10375 | 流媒体网速: 37 KB/s | IP地址: 185.48.250.138:2096 | 地区: RS
NO.10376 | 流媒体网速: 37 KB/s | IP地址: 95.85.63.250:2096 | 地区: NL
NO.10377 | 流媒体网速: 37 KB/s | IP地址: 178.104.113.184:8443 | 地区: DE
NO.10378 | 流媒体网速: 37 KB/s | IP地址: 142.111.77.125:8443 | 地区: DE
NO.10379 | 流媒体网速: 37 KB/s | IP地址: 31.76.224.223:443 | 地区: FI
NO.10380 | 流媒体网速: 37 KB/s | IP地址: 95.85.30.52:443 | 地区: NL
NO.10381 | 流媒体网速: 37 KB/s | IP地址: 89.23.106.39:2053 | 地区: DE
NO.10382 | 流媒体网速: 37 KB/s | IP地址: 31.70.102.188:443 | 地区: DE
NO.10383 | 流媒体网速: 36 KB/s | IP地址: 64.227.47.103:2087 | 地区: GB
NO.10384 | 流媒体网速: 36 KB/s | IP地址: 5.75.235.115:8443 | 地区: DE
NO.10385 | 流媒体网速: 36 KB/s | IP地址: 178.214.222.48:443 | 地区: NL
